Forschungsmeldungen Zufall oder Masterplan? \n\nWie Antibiotikaresistenzen dank egoistischer genetischer Elemente überdauern \n\nAktuelles 06.06.2019 Second place in the "Evolution World Championship" for Tanita Wein \n\n 14.05.2019 Neues Graduiertenkolleg für angewandte Evolutionsforschung in Kiel \n\n 09.05.2019 Nachhaltige Strategien gegen die Antibiotika-Krise \n\n 26.04.2019 Neue immunologische Konzepte gegen Krebs \n\n 02.04.2019 Neues EU-Projekt ermöglicht Forschenden kostenlosen Zugang zu neuesten Sequenziertechnologien \n\nKalender\n\nAnmeldung "Kiel Plant Center – Summer Symposium 2019"\n\nKlicken Sie, um Details zu allen 1 Terminen zu sehen.\n\n7ganztägig: Anmeldung "Kiel Plant Center – Summer Symposium 2019"\n\n17:00: KON-Seminar (Heiner Schäfer): Catch me if you can ! Lactate utilization supports resistance and stemness of pancreatic cancer cells\n\nganztägig: Anmeldung "Kiel Plant Center – Summer Symposium 2019"\n\n17:00: KON-Seminar (Bimba Hoyer): Humoral memory in autoimmunity – a (therapeutic) challenge\n\n KON-Seminar (Renate Burger): Growth regulation of malignant plasma cells in multiple myeloma and therapeutic strategies \n\n 22.07.2019 — Zoologisches Museum Kiel, Hegewischstraße 3, 24105 Kiel Kiel Plant Center – Summer Symposium 2019 \n\nChristian-Albrechts-Universität zu Kiel, Institut für Humanernährung und Lebensmittelkunde, - Lebensmitteltechnologie – Seminarraum 14 (EG), Heinrich-Hecht-Platz 10, 24118 Kiel\n\n	0
 Priority Date: 02.05.16 (US 201662330662P) \n\n active in Legal Services and IP Consulting \n\n Specialization \n\n This EP application has the IPC class A61 (MEDICAL OR VETERINARY SCIENCE; HYGIENE). Maucher Jenkins is specialised in A61 (MEDICAL OR VETERINARY SCIENCE; HYGIENE). Here you find a list of all patent agent firms which are specialized in this IPC class. For a similar patent, they might be a good choice. \n\n Timeline \n\n It is a public-funded and non-profit database dedicated to research purposes. The IP Industry Base is free and open to anyone under the condition of fair usage. The Fraunhofer IMW does not warrant or accept any liability in relation to the quality, operability or accuracy of the data presented in the IP Industry Base or the Playground. \n\n The development of the IP Industry Base was partly supported by PROGRESS-TT. The project ran from 2015 to 2017 with funding from the European Union's Horizon 2020 research and innovation programme under grant agreement No. 643486. \n\n	0
2019\n\nVariational Autoencoders Recover PCA Directions (by Accident)\n\n In Proceedings IEEE Conf. on Computer Vision and Pattern Recognition (CVPR), IEEE International Conference on Computer Vision and Pattern Recognition (CVPR) 2019, June 2019 (inproceedings)Abstract\n\n The Variational Autoencoder (VAE) is a powerful architecture capable of representation learning and generative modeling. When it comes to learning interpretable (disentangled) representations, VAE and its variants show unparalleled performance. However, the reasons for this are unclear, since a very particular alignment of the latent embedding is needed but the design of the VAE does not encourage it in any explicit way. We address this matter and offer the following explanation: the diagonal approximation in the encoder together with the inherent stochasticity force local orthogonality of the decoder. The local behavior of promoting both reconstruction and orthogonality matches closely how the PCA embedding is chosen. Alongside providing an intuitive understanding, we justify the statement with full theoretical analysis as well as with experiments. \n\nal\n\n2019\n\nalRolinek, M.\n\n2018\n\nDeep Reinforcement Learning for Event-Triggered Control\n\nProceedings of the 57th IEEE International Conference on Decision and Control (CDC), pages: 943-950, 57th IEEE International Conference on Decision and Control (CDC), December 2018 (inproceedings)\n\nalics\n\nProceedings of the 57th IEEE International Conference on Decision and Control (CDC), pages: 943-950, 57th IEEE International Conference on Decision and Control (CDC), December 2018 (inproceedings)\n\nNonlinear decoding of a complex movie from the mammalian retina\n\n Botella-Soler, V., Deny, S., Martius, G., Marre, O., Tkačik, G. \n\nPLOS Computational Biology, 14(5):1-27, Public Library of Science, May 2018 (article)Abstract\n\n Author summary Neurons in the retina transform patterns of incoming light into sequences of	0
Dateiversionen\n\nDu kannst diese Datei nicht überschreiben.\n\nDateiverwendung\n\nDie folgende Seite verwendet diese Datei: \n\nEmail\n\nMetadaten\n\nDiese Datei enthält weitere Informationen, die in der Regel von der Digitalkamera oder dem verwendeten Scanner stammen. Durch nachträgliche Bearbeitung der Originaldatei können einige Details verändert worden sein.\n\nKameraausrichtungNormal\n\nHorizontale Auflösung72 dpi\n\nVertikale Auflösung72 dpi\n\nSoftwareAdobe Photoshop CC (Windows)\n\nSpeicherzeitpunkt09:35, 2. Jun. 2014\n\nFarbraumsRGB\n\nDigitalisierungszeitpunkt11:35, 2. Jun. 2014\n\nDatum zu dem die Metadaten letztmalig geändert wurden11:35, 2. Jun. 2014\n\nEindeutige Kennung des ursprünglichen Dokumentsxmp.did:c7241dc6-b8f9-524f-9409-fdb333c7ff5b\n\n Von „\n\n Diese Seite wurde zuletzt am 2. Juni 2014 um 09:31 Uhr geändert.\n\nDiese Seite wurde bisher 150 mal abgerufen.\n\n	0
Ergebnisse\n\n Im Folgenden werden wir die Ergebnisse unserer Arbeit darlegen.\n\n Die Auswahl der interessanten Stellen beruht auf den vier verschiedenen Dotplots bzw Mountainplots. \n\n Die Entscheidung, ob es sich bei den selektierten Stellen nun um konservierte Sekundärstrukturabschnitte handelt, wird anhand der *_dp.ps Dateien getroffen. Diese zeigen die konkrete Sekundärstruktur, die der jeweilige Sequenzabschnitt bildet, auf. Allgemein gilt, je mehr Basen innerhalb einer Struktur mit Kreisen markiert sind, desto größer ist die Wahrscheinlichkeit, dass es sich an dieser Sequenzstelle um eine Stelle mit konservierter Sekundärstruktur handelt. Kompensatorischen Mutationen werden als Kreis um eine Base dargestellt, inkompatible Basenpaarungen in Form von Grauabstufungen. Je schwächer also eine Base in dem produzierten Postscript-File erscheint, desto mehr Sequenzen des Alignments haben an dieser Stelle inkompatible Basenpaarungen. Ebenso sollte die Struktur auch keine allzu großen Schleifen aufweisen, da diese durch eine recht große Anzahl an Basenpaarungen gehalten werden müssen. Tretten zu wenige Basenpaarungen auf, so ist die vorhergesagte Struktur aus energietechnischen Gründen instabil und somit unwahrscheinlich.\n\n Unter diesen Gesichtspunkten scheint der Sequenzabschnitt 1030_1110 aus dem Dialign2-Alignment unter Verwendung des Parameters -p beim Aufruf von Alidot unter unseren Ergebnis-Sequenzabschnitten am ehesten eine Stelle zu sein, an der sich möglicherweise eine konservierte Sekundärstruktur befindet.\n\nHier eine Abbildung dieser Sekundärstruktur:\n\n Zwar sind hier durchaus einige konservierte Sequenzstellen zu sehen, und der untere Ring ist evtl. nicht zu gross, um von den Wasserstoffbrückenbindungen der Basenpaarungen gehalten zu werden, doch sind wir der Ansicht, dass es sich nicht um eine konservierte Stelle innerhalb der RNA-Sekundärstruktur der verschiedenen Sequenzen handelt. Die Anzahl der kompensatorischen Stellen scheint nicht gross genug,	0
 HISinOne wieder verfügbar / HISinOne available again \n\n 03.04.2019 17:33 \n\n Das Campus-Management-System HISinOne steht nach erfolgreicher Aktualisierung wieder zur Verfügung. \n\nIm Campus-Management-System HISinOne wurden heute Fehlerbehebungen des Softwareherstellers eingespielt. Es steht ab sofort wieder uneingeschränkt zur Verfügung.\n\nSollte Ihnen etwas auffallen, wenden Sie sich bitte an unsere Hotline-E-Mail-Adresse cm@rz.uni-freiburg.de\n\nVielen Dank für Ihr Verständnis in Bezug auf die notwendige Wartungspause.\n\n	0
S\n\nRobert Haberkorn*, Jessica Bauer, Guido Kickelbick \n\nZ. Anorg. Allg. Chemie 640/15 (2014) 3197-3202 \n\nArticle first published online: 9 OCT 2014\n\nDOI: 10.1002/zaac.201400381\n\nAbstract\n\nChemical sodiation of V2O5 at low temperatures allows to synthesize NaxV2O5 with 0 ≤ x ≤ 1, while classic high temperature syntheses yield in either x ≤ 0.02 (α-phase) or 0.7 ≤ x (α′-phase), or other phases (β-phase, δ-phase) or mixtures thereof. A suspension of V2O5 in acetonitrile and Na2S as sodiation agent were used. The maximum amount of sodiation was obtained by using an excess of Na2S, refluxing the acetonitrile during the reaction, and precedent ball milling of the V2O5. If only low amounts of Na2S were used as starting material, a mixture of fractions of NaxV2O5 with different values of x was obtained. All these fractions belong to the α- or α′-phase, space group Pmmn\n\n	0
Lehrstuhlinhaber \n\nWiederholungs- und Vertiefungskurs Arbeitsrecht \n\n sowie Lösungshinweise zur Examensübungsklausur sind verfügbar unter\n\nLehre und Forschung.\n\n Materialien zu Arbeitsgemeinschaften sind auf den Profilseiten der wissenschaftlichen Mitarbeiter verfügbar unter\n\n: Termine\n\n10:00: Termine\n\nKlicken Sie, um Details zu allen 21 Terminen zu sehen.\n\n: Termine\n\n12:00: Termine\n\n14:00: Termine\n\nKlicken Sie, um Details zu allen 23 Terminen zu sehen.\n\n: Termine\n\n12:00: Termine\n\n14:00: Termine\n\nKlicken Sie, um Details zu allen 25 Terminen zu sehen.\n\n: Termine\n\n10:00: Termine\n\nKlicken Sie, um Details zu allen 26 Terminen zu sehen.\n\nKlicken Sie, um Details zu allen 26 Terminen zu sehen.\n\n17ganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\n12:00: Termine\n\n14:00: Termine\n\nKlicken Sie, um Details zu allen 28 Terminen zu sehen.\n\n18ganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nKlicken Sie, um Details zu allen 28 Terminen zu sehen.\n\n19ganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nKlicken Sie, um Details zu allen 28 Terminen zu sehen.\n\n20ganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nKlicken Sie, um Details zu allen 28 Terminen zu sehen.\n\n21ganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig: Termine\n\nganztägig:	0
 Technische Informatik\n\nDozent \n\n Rosenstiel\n\nUmfang \n\n 2 SWS\n\nBereiche \n\n Hauptstudium (empf. Sem.: 5ff)\n\nTermine \n\n Freitag, 15:00 - 17:00, Raum A 104, Sand 1\n\nTurnus \n\n	0
ASpoGAMo: Automated Sports Game Analysis Models (bibtex) [pdf]\n\n@Article{beetz09ijcss, author = {Michael Beetz and Nicolai von Hoyningen-Huene and Bernhard Kirchlechner and Suat Gedikli and Francisco Siles and Murat Durus and Martin Lames}, title = {{ASpoGAMo: Automated Sports Game Analysis Models}}, journal = {International Journal of Computer Science in Sport}, year = {2009}, volume = {8}, number = {1}, bib2html_pubtype = {Journal}, bib2html_rescat = {Perception,Models,Representation}, bib2html_groups = {Aspogamo}, bib2html_funding = {ASpoGAMo}, bib2html_domain = {Soccer Analysis}, abstract = {We propose automated sport game models as a novel technical means for the analysis of team sport games. The basic idea is that automated sport game models are based on a conceptualization of key notions in such games and probabilistically derived from a set of previous games. In contrast to existing approaches, automated sport game models provide an analysis that is sensitive to their context and go beyond simple statistical aggregations allowing objective, transparent and meaningful concept definitions. Based on automatically gathered spatio-temporal data by a computer vision system, a model hierarchy is built bottom up, where context-sensitive concepts are instantiated by the application of machine learning techniques. We describe the current state of implementation of the ASpoGaMo system including its computer vision subsystem that realizes the idea of automated sport game models. Their usage is exemplified with an analysis of the final of the soccer World Cup 2006. } }\n\n	0
